group	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control
clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23
GGB6606_SGB9340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51075	0.08733	0.0039	0	0	0.14679
GGB1536_SGB2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38394	0.16532	0	0	0	0
Clostridia_unclassified_SGB6344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34634	0	0	0	0	0
GGB4727_SGB6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24611	0	0	0	0	0
Bacteroides_intestinalis	0	0	0.00504	0	0	0	0.22585	0	0	0	0	0	0	0	0	0	0	0.23833	0	0	0	0	0.13279
GGB9701_SGB15218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21574	0	0	0	0	0
Roseburia_intestinalis	0	0.02511	0	0	0	0	0.00962	0	0	0	0	0	0	0	0	0	0	0.2019	0.33378	0	0.33261	0.5247	0
Butyricimonas_paravirosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16437	0.01615	0.0225	0	0.0921	0.14349
Bacilli_unclassified_SGB6571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11885	0	0	0	1.96107	0.38505
Eubacterium_sp_AF34_35BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08535	0.4658	0	0	0	0
GGB3486_SGB4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08526	0.25954	0	0	0.02554	0
Oxalobacter_formigenes	0	0	0	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06189	0	0	0.00033	0.12154	0
Frisingicoccus_SGB4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04849	0	0	0	0	0.0227
GGB4596_SGB6358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04286	0	0	0	0	0
Candidatus_Gastranaerophilales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03881	0	0	0	0.972	0.02005
Firmicutes_bacterium	0	0	0	0	0	0	0.01042	0	0	0	0	0	0	0	0	0	0	0.03878	0	0	0	0.00653	0.01374
GGB3478_SGB4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03579	0	0	0	0.03706	0
Blautia_stercoris	0	0	0	0	0	0	0	0	0.01966	0	0	0	0	0	0	0	0	0.02325	0	0	0	0	0
GGB9524_SGB14924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01762	0.04612	0	0	0.08153	0
Parabacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00726	0	0	0	0	0
Clostridium_sp_SN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0	0	0	0	0
GGB9787_SGB15410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00272	0.00678	0	0	0	0.05877
GGB3341_SGB4420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0.20115	0	0	0	0
Lawsonibacter_sp_NSJ_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0.00251	0.34344
Enterocloster_bolteae	4.19911	0.01529	0	0.01744	0	0	0.01091	0.00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidaceae_bacterium	2.13897	0	4.74252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_johnsonii	0.86514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungatella_hathewayi	0.71004	0.1715	0	0.00997	0	0	0	0.03545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1318
GGB4710_SGB6522	0.56921	0	0	0	0	0	0.02672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1689_SGB2321	0.55424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47235
Clostridium_symbiosum	0.33232	0.2662	0	0.01332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02624
Intestinimonas_massiliensis	0.26331	0	0	0.01416	0	0	0.26769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02395
Desulfovibrionaceae_bacterium	0.18706	0	0.05977	0	0	0	0.04048	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161
GGB6544_SGB9243	0.18115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae_bacterium_3_1_53	0.15357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridia_unclassified_SGB3983	0.14006	0	0	0	0	0	0.02524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_timonensis	0.13181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotruncus_colihominis	0.10016	0.03642	0	0.10782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster_citroniae	0.09464	0.00858	0	0.0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01351	0.00182	0
Christensenella_minuta	0.08461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella_massiliensis	0.05888	0	0	0	0	0	0.00389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster_aldensis	0.04806	0.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella_tayi	0.04341	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Finegoldia_magna	0.04174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9694_SGB15204	0.0404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51475
Clostridium_innocuum	0.03655	0.01254	0.01172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridia_unclassified_SGB4373	0.03528	0	0	0.13145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella_massiliensis	0.02783	0.03001	0	0.02298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_bacterium_NSJ_29	0.02737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenellaceae_bacterium_NSJ_44	0.02571	0	0	0	0	0	0.00536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridia_unclassified_SGB13999	0.01921	0	0	0	0	0	0	0	0.01907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_bacterium_OM04_12BH	0.01825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_amycolatum	0.01805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01296
Prevotella_disiens	0.01609	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemania_filiformis	0.01598	0	0	0	0	0	0	0.00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_pyruviciproducens	0.01526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_bacterium_AM07_15	0.01468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter_smithii	0.01467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44046
Campylobacter_hominis	0.01138	0	0	0	0	0	0	0.02718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_scindens	0.01129	0.00604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_leptum	0.01004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0.06781
Enterocloster_lavalensis	0.00939	0	0	0.03011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01961	0	0
GGB9631_SGB15085	0.00873	0	0	0	0	0	0.13872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9634_SGB15095	0.0082	0	0	0	0	0	1.53558	0	0.04332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9636_SGB15107	0.00795	0	0	0	0	0	0.55697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02502
GGB1460_SGB2023	0.00781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_aurimucosum	0.00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catabacter_hongkongensis	0.00544	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia_turicensis	0.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_sp_MV1	0.00468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neobittarella_massiliensis	0.00402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9778_SGB15398	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB51960_SGB72480	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_somerae	0.00274	0	0.06781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55542
Enterocloster_clostridioformis	0.00142	0.05596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_SGB1980	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Pararuminococcus_gallinarum	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonibacter_sp_NSJ_51	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyzzerella_nexilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59351	0	0	0	0
Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22586	0	0	0	0
Comamonas_kerstersii	0	0	0	0	0	0	0.00875	0	0	0	0	0	0	0	0	0	0	0	0.15859	0	0	0	0
Clostridium_perfringens	0	0	0	0	0	0.12618	0	0	0	0	0	0	0	0	0	0	0	0	0.12458	0	0.0052	0	0
Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11233	0	0	0	0
GGB9640_SGB15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09364	0	0	0	0
Candidatus_Avimicrobium_caecorum	0	0	0	0	0	0.02141	0.02284	0	0	0	0	0	0	0	0	0	0	0	0.07583	0.0265	0.01361	0	0
Negativibacillus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06497	0	0	0	0
Bacteroidales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04286	0	0	0	0
Acidaminococcus_intestini	0	0	0	0.13713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0	0	0	0
Erysipelotrichaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03103	0	0	0	0.08623
Intestinibacter_bartlettii	0	0.00966	0.01107	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.02605	0	0	0	0
Clostridium_SGB6179	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0.02103	0	0.09631	0	0
GGB2982_SGB3964	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
GGB33432_SGB47280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
Candidatus_Pseudobutyricicoccus_lothianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0
GGB51441_SGB71759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
GGB9512_SGB14909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06942	0	0	0
Ruminococcus_SGB4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05373	0	0	0
GGB9697_SGB15213	0	0	0.06451	0	0	0	0.04894	0	0	0	0	0	0	0	0	0	0	0	0	0.03597	0	0	0
Blautia_glucerasea	0	0	0	0	0	0	0	0.00065	0.01364	0	0	0	0	0	0	0	0	0	0	0.01503	0	0	0
Klebsiella_pneumoniae	0	0	0	0	3.72039	0	0	0.18428	0	0	0	0	0	0	0	0	0	0	0	0	0.03464	0	0
Faecalimonas_umbilicata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0
Desulfovibrio_fairfieldensis	0	0	0	0.27778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01394	0	1.06864
Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0
Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0
Actinomyces_graevenitzii	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0
Odoribacter_sp_AF15_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7887	0
Clostridium_ventriculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67217	0
GGB6016_SGB8648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23317	0
Flavobacteriales_bacterium	0	0	0.02969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08337	0
Monoglobus_pectinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0.1321
GGB9239_SGB14181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0
Cloacibacillus_evryensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05817
Clostridia_unclassified_SGB14297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49649
Pyramidobacter_piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09787
Eisenbergiella_sp_OF01_20	0	0.00682	0.00905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95617
Ruminococcus_champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74808
GGB45495_SGB63167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64796
GGB4550_SGB6272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54227
Alistipes_inops	0	0	0	0	0	0	0	0	0.02307	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51289
Bacteroidales_unclassified_SGB1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48733
Extibacter_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35112
Opitutales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33626
Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2813
Clostridia_unclassified_SGB14844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22755
Ruminococcaceae_bacterium_D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20583
Clostridia_unclassified_SGB15402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18705
GGB1662_SGB2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18617
Clostridia_unclassified_SGB66170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15087
Butyricimonas_SGB1783	0	0	0.33103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1475
GGB36331_SGB53806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13712
GGB9052_SGB13957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10026
Massilistercora_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07723
GGB3569_SGB4776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07015
Clostridiales_bacterium_Marseille_P2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06836
Clostridia_unclassified_SGB14951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06766
Neglecta_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06733
Enorma_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06703
Dielma_fastidiosa	0	0.01802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05953
Coriobacteriia_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04401
Anaerotruncus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04182
GGB9059_SGB13976	0	0	0	0	0	0	15.64324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03723
GGB9694_SGB15201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02388
Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02052
GGB9644_SGB15121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01724
Catenibacillus_scindens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01394
Parabacteroides_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01295
Eggerthellaceae_unclassified_SGB14341	0	0	0.00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01286
Ruminococcus_gauvreauii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01185
Alistipes_dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01083
Candidatus_Metaruminococcus_caecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01045
Mesosutterella_multiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01016
Faecalicatena_contorta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00966
Candidatus_Heteroclostridium_caecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085
Peptoniphilus_grossensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00732
GGB9694_SGB15207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00644
GGB26772_SGB38957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00603
GGB2980_SGB3962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422
GGB9101_SGB14033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377
Holdemania_sp_Marseille_P2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292
Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279
GGB9537_SGB14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212
Clostridium_sp_OM07_10AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111
Candidatus_Heteroruminococcus_faecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032
GGB4566_SGB6305	0	2.07211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_AT4	0	0.05078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9532_SGB14933	0	0.04728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster_asparagiformis	0	0.03932	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_C5_48	0	0.02563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_gordonii	0	0.02493	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB55957_SGB77276	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_bacterium_Marseille_P5551	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9730_SGB15290	0	0	0.01759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia_piriformis	0	0	0.01432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibacter_SGB6139	0	0	0.01204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola_plebeius	0	0	0.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longicatena_caecimuris	0	0	0.00818	0	0	0	0	0.24586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_anaerobius	0	0	0.00749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus_senegalensis	0	0	0.00481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9423_SGB14792	0	0	0.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4277_SGB5832	0	0	0.00463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilimicrobiota_sp_An134	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter_glycyrrhizinilyticus	0	0	0.00315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9590_SGB15012	0	0	0.00257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_bacterium_NSJ_40	0	0	0.00256	0	0	0	0.00199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_AF32_12BH	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3570_SGB4777	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ezakiella_coagulans	0	0	0.00144	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_SGB1653	0	0	0.00105	0	0	0	0	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_SGB15156	0	0	0.00064	0	0	0	0.09842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6012_SGB8640	0	0	0	4.61222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_faecalis	0	0	0	0.65342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera_sp_BL7	0	0	0	0.18303	0	0.02664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_congonensis	0	0	0	0.01559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella_SGB9281	0	0	0	0.01278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_SGB1977	0	0	0	0.01003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridia_bacterium_UC5_1_1D1	0	0	0	0.00267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB58158_SGB79798	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB51510_SGB71883	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_gallinarum	0	0	0	0	38.0379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_crudilactis	0	0	0	0	24.95474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_lactis	0	0	0	0	11.20517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_SGB749	0	0	0	0	5.46595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_SGB4958	0	0	0	0	0	0.24669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_disporicum	0	0	0	0	0	0.04079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3817_SGB5182	0	0	0	0	0	0.00773	0	0.05715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_durum	0	0	0	0	0	0.00695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocea_massiliensis	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachyspira_aalborgi	0	0	0	0	0	0	9.04941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rikenellaceae_unclassified_SGB2227	0	0	0	0	0	0	1.22695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotellamassilia_timonensis	0	0	0	0	0	0	0.86089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_angulatum	0	0	0	0	0	0	0.75075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9284_SGB14237	0	0	0	0	0	0	0.34838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_catenulatum	0	0	0	0	0	0	0.29166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
