Group	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control
clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0	0	0.03432	0.04388	0	0	0	0.05064	0	0	0	0	0.01111	0.05591	0	0	0.0181	0	0	0	0.10273	0.0509	0.03853
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis	0	0	0	0.01571	0	0	0	0	0	0	0	0	0.00397	0	0	0.00732	0.00653	0	0	0	0.00175	0.00311	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60	0.00299	0	0	0.01015	0	0.00093	0	0.00545	0	0	0	0	0.00342	0	0	0.03015	0.02013	0.01897	0.01119	0	0.00936	0.01652	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921	0.00881	0	0	0	0	0	0.01149	0.01199	0	0	0	0	0.00171	0	0	0.01753	0	0.01986	0.0264	0	0.06083	0.00538	0.24301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium	0	0	0	0.05026	0	0	0	0	0	0	0	0	0.00075	0	0	0.02634	0.00219	0.02623	0.00864	0	0.03119	0.11705	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3614|s__GGB3614_SGB4886	0	0	0	0	0	0.08977	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0.00578
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium|t__SGB5792	0	0	0	0	0	0	0	1.48746	0	0	0	0	1.87353	0	0.96037	3.44319	3.59504	1.07123	0.04908	0.00655	1.02455	1.46827	0.1595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis|t__SGB4280	0	0	0	0	0	0	0	0	0	0	0	0	1.10735	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB6612|s__GGB6612_SGB9346|t__SGB9346	0	0	0	0	0	0	0	0	0	0	0	0	0.46339	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12|t__SGB4938	0.02731	0	0	0	0	2.79037	0	0	0.01587	0	0	0	0.3251	0	0	0.00762	0	0	0.56411	0.22084	0.0263	0.20362	0.00489
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15260|t__SGB15260	0.07087	0	0.32719	0.15809	0	0	0	0.2293	0	0	0	0	0.31424	0	0	0	0	0	0	0.03428	0.29553	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6478|t__SGB6478	0	0	0	0	0	0	0	0	0	0	0	0	0.3015	0	0	0	0	0	0	0.21497	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4953	0	0	0	0	0	0	0	0	0	0	0	0	0.29899	0	0	0	0	0.12296	0.0195	0.05304	0.00494	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13|t__SGB4659	0	0	0	0	0	0	0	0	0	0	0	0	0.2513	0.54362	0	0	0	0	0	0	0.02248	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium|t__SGB6609	0	0	0	0	0	0	0.0798	0	0	0	0	0	0.24621	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14198	0	0	0	0	0	0	0	0	0	0	0	0	0.17759	0	0	0	0	0	0	0.02274	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB4425|t__SGB4425_group	0	0	0	0	0	0	0	0	0	0	0	0	0.13631	0	0	0.1249	0	0.08455	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090_group	0	0	0.00611	0.00257	0	0.00881	0	0.01823	0	0	0	0	0.10669	0.18626	0	0.00673	0.01612	0.02026	0.18211	0.14604	0.00565	0.01625	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_SGB9260|t__SGB9260	0	0	0	0	0	0	0	0	0	0	0	0	0.10325	1.35584	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15093|t__SGB15093	0	0	0.01981	0	0	0	0	0	0.0022	0	0	0	0.09528	0.17367	0	0	2.86093	0.47726	0.41027	0	0.88807	0.0496	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB13981	0	0	0	0	0	0	0.02106	0	0	0	0	0	0.07815	0	0	0	0	0.28989	0	0	0	0.15625	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__SGB6847	0	0	0	0	0	0	0	0.00207	0	0	0	0	0.07413	0	0	0	0	0	0	0	0.0135	0	0
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130|t__SGB4130	0	0	0	0	0	0	0	0	0	0	0	0	0.06985	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH|t__SGB4652	0	0	0	0	0	0	0	0.05469	0	0	0	0	0.05758	0	0	0	0.08825	0.18744	0.06688	0	0	0.27317	0.00318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_sp_AM29_23AC|t__SGB14991	0	0	0	0	0	0	0	0.15331	0	0	0	0	0.05602	0.17545	0	0	0.21713	0.52998	0.33104	0.02211	0.06659	0.02618	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14937	0.02346	0.01696	0.00237	0.0374	0	0	0.04161	0.0015	0	0	0	0	0.05364	0	0	0.04882	0	0.00257	0.00328	0	0.00819	0	0.01121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF15_50|t__SGB5042	0	0	0.00154	0	0	0	0	0	0	0	0	0	0.05339	0	0	0	0	0.02469	0.49535	0.00383	0	0	0.06004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola|t__SGB4867	0	0	0	0	0	0	0	0.00652	0	0	0	0	0.05044	0.2008	0	0	0	0.00876	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_AF19_10LB|t__SGB4810	0	0	0	0	0	0	0	0	0	0	0	0	0.03934	0.51434	0	0	0	0.01747	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9830|o__OFGB9830|f__FGB9830|g__GGB29535|s__GGB29535_SGB42321|t__SGB42321	0	0	0	0	0	0	0	0	0	0	0	0	0.03393	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9667|s__GGB9667_SGB15164|t__SGB15164	0	0	0	0	0	0	0.0255	0	0	0	0	0	0.03302	0	0	0.01267	0.07364	0.00122	0	0	0	0.28018	0.03443
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15052|t__SGB15052	0	0	0	0	0	0	0	0.01564	0	0	0	0	0.03143	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228|s__GGB34228_SGB72916|t__SGB72916	0	0	0	0	0	0	0	0	0	0	0	0	0.02887	0	0	0.02765	0	0.02324	0.07143	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_OM08_6BH|t__SGB4768	0	0	0	0.01723	0	0.03107	0	0.00666	0	0	0	0	0.0279	0.10228	0	0.00144	0	0.00275	0	0.0179	0	0.00721	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB5183	0	0	0	0	0	0	0	0	0	0	0	0	0.02773	0	0	0	0	0.01057	0	0	0	0.00785	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6371|t__SGB6371	0	0	0	0	0	0	0	0	0	0	0	0	0.02297	0	0	0	0	0	0.01352	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__SGB4936	0	0.14876	0	0.05998	0	0.02406	0	0.23871	0	0	0	0	0.01968	0	0	0.04879	0.02391	0.05082	0.10933	0.09746	0.0009	0.07643	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA|t__SGB4712	0	0.00616	0	0	0	0.00473	0	0	0	0	0	0	0.01681	0.13341	0	0	0.01897	0.03122	0	0.0018	0	0.03284	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB6649|s__GGB6649_SGB9391|t__SGB9391	0.01598	0	0	0	0	0	0	0	0	0	0	0	0.01291	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237	0	0	0.25745	0	0	0	0.01501	0	0	0	0	0	0.01218	0.11858	0	0	0	0	0.03214	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__SGB8007_group	0	0	0.03432	0.04388	0	0	0	0.05064	0	0	0	0	0.01111	0.05591	0	0	0.0181	0	0	0	0.10273	0.0509	0.03853
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis|t__SGB79840	0	0	0	0.01571	0	0	0	0	0	0	0	0	0.00397	0	0	0.00732	0.00653	0	0	0	0.00175	0.00311	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60|t__SGB15124	0.00299	0	0	0.01015	0	0.00093	0	0.00545	0	0	0	0	0.00342	0	0	0.03015	0.02013	0.01897	0.01119	0	0.00936	0.01652	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14929	0	0	0	0.02154	0	0	0	0.04364	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0.01021	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921|t__SGB14921	0.00881	0	0	0	0	0	0.01149	0.01199	0	0	0	0	0.00171	0	0	0.01753	0	0.01986	0.0264	0	0.06083	0.00538	0.24301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium|t__SGB15143	0	0	0	0.05026	0	0	0	0	0	0	0	0	0.00075	0	0	0.02634	0.00219	0.02623	0.00864	0	0.03119	0.11705	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3614|s__GGB3614_SGB4886|t__SGB4886	0	0	0	0	0	0.08977	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0.00578
k__Bacteria|p__Fusobacteria	0	0	0	0	0	0	0	0	0.04644	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0	0	0	0	0	0	0	0	0.04644	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0	0	0	0	0	0	0	0	0.04644	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0.04644	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	0	1.26497	0	0	0	4.81882	0	0	0	0	0	0	0	0.39565	0.26636	0.20006	0	0	0.17246	8.06289	0	0	0.10369
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia	0	0.04451	0	0.018	0	0	0.10637	0.07914	0	0	0	0	0	0.06172	0	0.02673	0	0.00735	0.04731	0.02404	0.00184	0.01075	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.03655	0.017	0.01172	0	0	0	0	0.21309	0	0	0	0	0	0.05474	0	0.03778	0	0	0.17339	0.0219	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0	0	0	0	0	0	0.0129	0	0	0	0	0	0	0.03559	0	0	0	0.25588	0.1725	0	0.01961	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	0	0	0.01432	0	0	0	0	0.02414	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0	0	0	0	0	0	0	0	0.04644	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	1.26497	0	0	0	4.81882	0	0	0	0	0	0	0	0.39565	0	0.20006	0	0	0	8.06289	0	0	0.10369
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.07145	0.06922	0.032	0	0	0	0.56986	0.01418	0	0	0	0	0	0.3155	0	0.03376	0.07547	0	0.04672	0	0	0	0.14489
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12231	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07002	0	0	0	0	0	0	0.0159	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0	0.04451	0	0.018	0	0	0.10637	0.07914	0	0	0	0	0	0.06172	0	0.02673	0	0.00735	0.04731	0.02404	0.00184	0.01075	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	0	0.00446	0	0	0	0	0	0.21309	0	0	0	0	0	0.05474	0	0.03778	0	0	0.17339	0.0219	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6540	0	0	0	0	0	0	0	0.17071	0	0	0	0	0	0.04821	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4447	0	0	0	0.01742	0	0	0	0	0	0	0	0	0	0.04088	0	0	0	0	0.04739	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5076	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03655	0	0	0	0	0	0.15105	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0	0	0	0	0	0	0.0129	0	0	0	0	0	0	0.03559	0	0	0	0.25588	0.1725	0	0.01961	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02411	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0.00658	0	0	0	0	0.03764	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	0	0	0	0	0	0	0	0.02414	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_pseudoperiodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__SGB5825_group	0	1.26497	0	0	0	4.81882	0	0	0	0	0	0	0	0.39565	0	0.20006	0	0	0	8.06289	0	0	0.10369
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	0.07145	0.06922	0.032	0	0	0	0.56986	0.01418	0	0	0	0	0	0.3155	0	0.03376	0.07547	0	0.04672	0	0	0	0.14489
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis|t__SGB6750	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12231	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus|t__SGB9632	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07002	0	0	0	0	0	0	0.0159	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120	0	0.04451	0	0.018	0	0	0.10637	0.07914	0	0	0	0	0	0.06172	0	0.02673	0	0.00735	0.04731	0.02404	0.00184	0.01075	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme|t__SGB6747	0	0.00446	0	0	0	0	0	0.21309	0	0	0	0	0	0.05474	0	0.03778	0	0	0.17339	0.0219	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6540|t__SGB6540	0	0	0	0	0	0	0	0.17071	0	0	0	0	0	0.04821	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4447|t__SGB4447	0	0	0	0.01742	0	0	0	0	0	0	0	0	0	0.04088	0	0	0	0	0.04739	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5076|t__SGB5076	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03655	0	0	0	0	0	0.15105	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB4546	0	0	0	0	0	0	0.0129	0	0	0	0	0	0	0.03559	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4780	0	0	0	0.00096	0	0	0	0.19439	0	0	0	0	0	0.03354	0	0.03971	0.06646	0.05275	0.4067	0.04734	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__SGB8047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02411	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4909	0	0	0.04375	0	0	0.34508	0	0	0	0	0	0	0	0.01777	0	0	0.10878	0	0	0	0.3396	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii|t__SGB5862	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42|t__SGB6174_group	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0.00658	0	0	0	0	0.03764	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB5184	0	0	0.00923	0.01218	0	0	0	0	0	0	0	0	0	0.00649	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii|t__SGB4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens|t__SGB14773_group	0	0	0	0	0	0	0	0.02414	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_pseudoperiodonticum|t__SGB5989	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26636	0	0	0	0.17246	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__SGB9283	0.0864	0	0.10266	0.23172	0	0	0	0	0	0	0	0	0	0	6.84065	2.32681	0.14064	0.97305	1.2617	0.63296	0.91883	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis|t__SGB5803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26636	0	0	0	0.17246	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	0	0	0	0	0	0	0.22907	0	0	0	0	0	0	0	0	1.22121	0.03167	0.38582	0	0.14277	0.03754	0.03095	0
k__Bacteria|p__Firmicutes|c__CFGB2882|o__OFGB2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0	0	0	0	0	0	0.22907	0	0	0	0	0	0	0	0	1.22121	0.03167	0.38582	0	0.14277	0.03754	0.03095	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	0.16989	0	0.03907	0.01148	0	0	0.00925	0	0	0	0	0	0	0	0	0.02104	0	0	0	0	0	0	0.00927
k__Bacteria|p__Firmicutes|c__CFGB2882|o__OFGB2882|f__FGB2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0	0	0	0	38.0379	0	0	0	0	0	0	0	0	0	0	0.01019	0	0.01234	0	0	0	0	0
